Statistics for CAH1 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila mojavensis	EDW13487	Drosophila yakuba	XP_002088638	0.0172091680124027	1.15209962304672	-14.1023914699546	0.0149372221534915
Drosophila mojavensis	EDW13487	Drosophila simulans	XP_002079380	0.0222116589544779	0.95824539008782	-14.8460109590474	0.0231795103678425
Drosophila mojavensis	EDW13487	Drosophila pseudoobscura	EAL33308	0.0263510018818856	1.64531990290164	-10.8874719197907	0.0160157315519089
Drosophila virilis	EDW57535	Drosophila willistoni	EDW78040	0.0203650850200364	1.45017323492476	-12.2613381979986	0.0140432084454331
Drosophila virilis	EDW57535	Drosophila yakuba	XP_002088638	0.0155340067243982	1.09262839569141	-14.4227374838488	0.014217099597314
Drosophila virilis	EDW57535	Drosophila simulans	XP_002079380	0.022184281972418	1.02460771927718	-14.6127151272027	0.0216514882281661
Drosophila virilis	EDW57535	Drosophila pseudoobscura	EAL33308	0.0246462483630008	1.45943261179148	-12.1609183351694	0.0168875549058391
Drosophila willistoni	EDW78040	Drosophila yakuba	XP_002088638	0.0162939198666031	2.05447705845473	-8.18992668101586	0.00793093298343208
Drosophila willistoni	EDW78040	Drosophila simulans	XP_002079380	0.0245890073612958	1.82864040339089	-9.64327599171546	0.0134466061865963
Drosophila willistoni	EDW78040	Drosophila pseudoobscura	EAL33308	0.0320684639136075	1.67762528657345	-10.6270673372119	0.0191153913631735
Drosophila yakuba	XP_002088638	Drosophila simulans	XP_002079380	0.0065235529526158	0.206166540743903	-11.0874120323399	0.0316421516754227
Drosophila yakuba	XP_002088638	Drosophila pseudoobscura	EAL33308	0.0172162225331356	0.57457038545699	-14.9250588616101	0.0299636440876474
Drosophila simulans	XP_002079380	Drosophila pseudoobscura	EAL33308	0.0205520463421861	0.667603876965175	-15.1172858418569	0.0307847917774422


Statistics for CAH2 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV38828	Drosophila ananassae	EDV38829	0.256756428479842	1.21519260247961	-11.6834341182393	0.21128866975978
Drosophila ananassae	EDV38828	Drosophila erecta	EDV51534	0.297318982898755	1.47294815897706	-10.5775343137741	0.201852985175825
Drosophila ananassae	EDV38828	Drosophila grimshawi	EDV96261	0.402625940629394	2.20121758371581	-6.45770843217716	0.182910559868295
Drosophila ananassae	EDV38828	Drosophila mojavensis	EDW17838	0.384220000800965	1.97207873514941	-7.43950564346975	0.194829949713877
Drosophila ananassae	EDV38828	Drosophila persimilis	EDW40253	0.311014509403483	1.74509233626814	-9.15781184013117	0.178222379950727
Drosophila ananassae	EDV38828	Drosophila sechellia	EDW41229	0.278247926868723	1.39187469398199	-10.9751336415904	0.199908747584661
Drosophila ananassae	EDV38828	Drosophila virilis	EDW69070	0.381421480748013	2.16419885935762	-6.61437448233935	0.17624142028299
Drosophila ananassae	EDV38828	Drosophila yakuba	XP_002094556	0.295468701671396	1.30331214006473	-11.1027854506407	0.226706015073811
Drosophila ananassae	EDV38828	Drosophila simulans	XP_002084613	0.28494527157216	1.35240061451631	-11.0207656911813	0.210695905128726
Drosophila ananassae	EDV38828	Drosophila melanogaster	NP_648555	0.295664540050619	1.32613972613249	-11.0492017135468	0.222951272949862
Drosophila ananassae	EDV38828	Drosophila pseudoobscura	EAL30861	0.296634335298526	1.85658128127052	-8.59993093953222	0.159774494276669
Drosophila ananassae	EDV38829	Drosophila erecta	EDV51534	0.157832680320235	1.16396210002447	-13.4718712220055	0.13559950132132
Drosophila ananassae	EDV38829	Drosophila grimshawi	EDV96261	0.373091876074369	1.66000218029529	-9.12040506034035	0.224753847014828
Drosophila ananassae	EDV38829	Drosophila mojavensis	EDW17838	0.368035384653973	1.01276092694461	-9.60954038518121	0.36339808819866
Drosophila ananassae	EDV38829	Drosophila persimilis	EDW40253	0.238840298338901	1.13352056262553	-12.2676219819221	0.210706630487305
Drosophila ananassae	EDV38829	Drosophila sechellia	EDW41229	0.167090821658465	1.09847976540193	-13.4215857381171	0.15211096910586
Drosophila ananassae	EDV38829	Drosophila virilis	EDW69070	0.339477179711886	1.50396108919669	-9.9839477659816	0.225722049692929
Drosophila ananassae	EDV38829	Drosophila willistoni	EDW79286	0.26884641600625	2.14920997812122	-7.01709709929723	0.125090809526796
Drosophila ananassae	EDV38829	Drosophila yakuba	XP_002094556	0.158980327941303	0.938539137422431	-13.7176583126255	0.169391260952549
Drosophila ananassae	EDV38829	Drosophila simulans	XP_002084613	0.167919352277684	1.04510564337905	-13.5418844196593	0.160672132373877
Drosophila ananassae	EDV38829	Drosophila melanogaster	NP_648555	0.162791819149654	1.06590935457687	-13.6072283926799	0.152725762702662
Drosophila ananassae	EDV38829	Drosophila pseudoobscura	EAL30861	0.256482528586427	1.18598552841603	-11.9653620313272	0.216261094626491
Drosophila erecta	EDV51534	Drosophila grimshawi	EDV96261	0.342730229128505	2.07365000710939	-7.36759496246463	0.165278724931148
Drosophila erecta	EDV51534	Drosophila mojavensis	EDW17838	0.336022353558401	1.16969199557613	-10.4748191614014	0.287274218195272
Drosophila erecta	EDV51534	Drosophila persimilis	EDW40253	0.248648412136992	1.11336623085827	-12.1416893006914	0.22333029801462
Drosophila erecta	EDV51534	Drosophila sechellia	EDW41229	0.0282247263671106	0.346517924127068	-13.8060909666833	0.0814524282927442
Drosophila erecta	EDV51534	Drosophila virilis	EDW69070	0.350498344887807	1.57992765680106	-9.73235380324434	0.221844553058508
Drosophila erecta	EDV51534	Drosophila willistoni	EDW79286	0.288047634793123	2.33861676657514	-6.00882762975428	0.123170088793541
Drosophila erecta	EDV51534	Drosophila yakuba	XP_002094556	0.0350747635438301	0.269822215970481	-11.8224887276761	0.129992126177139
Drosophila erecta	EDV51534	Drosophila simulans	XP_002084613	0.0222335374387477	0.342741195850248	-14.0883346623965	0.0648697551036789
Drosophila erecta	EDV51534	Drosophila melanogaster	NP_648555	0.0136544733724294	0.325695007542081	-14.3206370588881	0.0419241101528557
Drosophila erecta	EDV51534	Drosophila pseudoobscura	EAL30861	0.253253861058642	1.12115304348778	-12.0660044609352	0.225886967465922
Drosophila grimshawi	EDV96261	Drosophila mojavensis	EDW17838	0.298663869634945	1.49736522403936	-10.3583224061656	0.199459600663928
Drosophila grimshawi	EDV96261	Drosophila persimilis	EDW40253	0.332078492029259	1.80588873337937	-8.73827026891982	0.183886463153153
Drosophila grimshawi	EDV96261	Drosophila sechellia	EDW41229	0.349295869730734	1.51527937226009	-9.8700538377723	0.230515821785224
Drosophila grimshawi	EDV96261	Drosophila virilis	EDW69070	0.218127544313324	1.01745968238587	-12.6017240596063	0.214384459737835
Drosophila grimshawi	EDV96261	Drosophila willistoni	EDW79286	0.313377299933033	1.78999439964858	-8.50415667473476	0.175071665025632
Drosophila grimshawi	EDV96261	Drosophila yakuba	XP_002094556	0.322197651141031	1.59488178940336	-9.71337780723647	0.20201976929059
Drosophila grimshawi	EDV96261	Drosophila simulans	XP_002084613	0.350483633916812	1.5282673102497	-9.81501039281169	0.229333985989367
Drosophila grimshawi	EDV96261	Drosophila melanogaster	NP_648555	0.353670596638754	1.67567881881277	-9.25932983490957	0.211061089194487
Drosophila grimshawi	EDV96261	Drosophila pseudoobscura	EAL30861	0.341201149817988	1.80844834191037	-8.69611835278223	0.188670664188039
Drosophila mojavensis	EDW17838	Drosophila persimilis	EDW40253	0.345630724927069	1.41068413099427	-10.215261734686	0.245009295371788
Drosophila mojavensis	EDW17838	Drosophila sechellia	EDW41229	0.336289154855562	1.35862730959014	-10.3068142668796	0.247521268328553
Drosophila mojavensis	EDW17838	Drosophila virilis	EDW69070	0.22476795841577	1.01418987009604	-12.268340462246	0.221623154641137
Drosophila mojavensis	EDW17838	Drosophila willistoni	EDW79286	0.315632812277624	2.23237102798044	-6.38801940060181	0.141389047036311
Drosophila mojavensis	EDW17838	Drosophila yakuba	XP_002094556	0.314778164273401	1.44019156613565	-10.3203309772714	0.218566871015652
Drosophila mojavensis	EDW17838	Drosophila simulans	XP_002084613	0.336754552042329	1.29953917082975	-10.4035050172399	0.259133821897275
Drosophila mojavensis	EDW17838	Drosophila melanogaster	NP_648555	0.335290869196851	1.31640565815949	-10.3959707416246	0.254701783693055
Drosophila mojavensis	EDW17838	Drosophila pseudoobscura	EAL30861	0.335966226307645	1.35213147125613	-10.4058099531968	0.248471567632053
Drosophila persimilis	EDW40253	Drosophila sechellia	EDW41229	0.245423655627209	1.17022207607232	-12.1478749822196	0.209724000807555
Drosophila persimilis	EDW40253	Drosophila virilis	EDW69070	0.337496439281357	1.25363410075988	-10.6577838755654	0.269214469418776
Drosophila persimilis	EDW40253	Drosophila willistoni	EDW79286	0.267118724671066	2.47130072639785	-5.46533806803768	0.108088312287439
Drosophila persimilis	EDW40253	Drosophila yakuba	XP_002094556	0.242281912776886	0.999637896201832	-12.1704672953317	0.242369675757039
Drosophila persimilis	EDW40253	Drosophila simulans	XP_002084613	0.248195900684781	1.24428383039763	-11.9791360955872	0.199468878901582
Drosophila persimilis	EDW40253	Drosophila melanogaster	NP_648555	0.246388580165637	1.17858836201823	-12.1227254377615	0.209053973470192
Drosophila persimilis	EDW40253	Drosophila pseudoobscura	EAL30861	0.00518136775785876	0.0131390221567303	-1.85365140939171	0.394349571532206
Drosophila sechellia	EDW41229	Drosophila virilis	EDW69070	0.366581111341058	2.03874696980763	-7.51400457167895	0.179807066188134
Drosophila sechellia	EDW41229	Drosophila willistoni	EDW79286	0.284900839856849	1.54524037517479	-9.95931829037086	0.184373152833664
Drosophila sechellia	EDW41229	Drosophila yakuba	XP_002094556	0.0446104408711914	0.28886581144545	-11.6676625839187	0.154433093511364
Drosophila sechellia	EDW41229	Drosophila simulans	XP_002084613	0.00907334462018146	0.0638198023522885	-6.24442103974244	0.14217130554708
Drosophila sechellia	EDW41229	Drosophila melanogaster	NP_648555	0.0143078260643292	0.128375758930721	-9.01038544687642	0.11145270870064
Drosophila sechellia	EDW41229	Drosophila pseudoobscura	EAL30861	0.25046119311923	1.19448065763488	-12.0407461846333	0.2096820836054
Drosophila virilis	EDW69070	Drosophila willistoni	EDW79286	0.303174388710909	2.60630042267143	-4.7715168409113	0.116323654047586
Drosophila virilis	EDW69070	Drosophila yakuba	XP_002094556	0.345913777119066	1.79052664485853	-8.84673893135553	0.19319108046359
Drosophila virilis	EDW69070	Drosophila simulans	XP_002084613	0.360953328127892	2.07616404192648	-7.35395448266197	0.173855880767957
Drosophila virilis	EDW69070	Drosophila melanogaster	NP_648555	0.35278949929562	1.9384545075083	-8.0811454750155	0.181995243081096
Drosophila virilis	EDW69070	Drosophila pseudoobscura	EAL30861	0.336719155921179	1.26098933760904	-10.6618787825623	0.267027758188369
Drosophila willistoni	EDW79286	Drosophila yakuba	XP_002094556	0.268317533668707	1.46248760583221	-10.4416541933383	0.183466535099984
Drosophila willistoni	EDW79286	Drosophila simulans	XP_002084613	0.28086367182032	1.65489522749889	-9.5014472422951	0.169716890322296
Drosophila willistoni	EDW79286	Drosophila melanogaster	NP_648555	0.282294969964641	1.81008576435438	-8.72471975941731	0.155956682011324
Drosophila willistoni	EDW79286	Drosophila pseudoobscura	EAL30861	0.271038461702579	2.78249259455257	-4.15979332859245	0.0974085114307958
Drosophila yakuba	XP_002094556	Drosophila simulans	XP_002084613	0.0357525765135977	0.279158436115407	-12.0013516064616	0.128072706707732
Drosophila yakuba	XP_002094556	Drosophila melanogaster	NP_648555	0.031694856967412	0.266735791861651	-11.9736831302025	0.11882491189578
Drosophila yakuba	XP_002094556	Drosophila pseudoobscura	EAL30861	0.246409757244133	1.02718714582152	-12.1372200037157	0.239887890192649
Drosophila simulans	XP_002084613	Drosophila melanogaster	NP_648555	0.00842341467712534	0.125687651527828	-9.54868321091371	0.0670186336902023
Drosophila simulans	XP_002084613	Drosophila pseudoobscura	EAL30861	0.252950232695607	1.27498780306437	-11.843607569617	0.198394237252822
Drosophila melanogaster	NP_648555	Drosophila pseudoobscura	EAL30861	0.251433931951683	1.20309916537423	-12.0133984324897	0.208988534933837


Statistics for CAH3 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila melanogaster	NP_572497	Drosophila ananassae	EDV33736	0.0200743818534562	0.665758885519856	-14.5561479294788	0.0301526307647868
Drosophila melanogaster	NP_572497	Drosophila erecta	EDV46339	0.00344729133202511	0.276783357589996	-12.2145379641539	0.0124548360206384
Drosophila melanogaster	NP_572497	Drosophila grimshawi	EDV91697	0.0262188073088863	1.21606955099555	-13.1255396812631	0.0215602859946801
Drosophila melanogaster	NP_572497	Drosophila mojavensis	EDW07037	0.0257047014987312	1.51579835211473	-11.3305407496487	0.0169578634670435
Drosophila melanogaster	NP_572497	Drosophila persimilis	EDW26492	0.0230048123128843	0.887268386729794	-14.4500033538926	0.0259276816991905
Drosophila melanogaster	NP_572497	Drosophila virilis	EDW65460	0.0220924799865062	1.46890747184482	-11.663285942511	0.0150400759816137
Drosophila melanogaster	NP_572497	Drosophila willistoni	EDW72136	0.0337762634517671	3.37338522087178	-2.32609609678756	0.010012572309497
Drosophila melanogaster	NP_572497	Drosophila yakuba	XP_002101116	0.00172265364278188	0.234503159214447	-11.5947924063369	0.00734597200546265
Drosophila melanogaster	NP_572497	Drosophila pseudoobscura	EAL32032	0.02508131655878	0.864242454263664	-14.450641008028	0.0290211577029612
Drosophila ananassae	EDV33736	Drosophila erecta	EDV46339	0.0242032526916969	0.654119476839398	-14.414891716811	0.0370012720132463
Drosophila ananassae	EDV33736	Drosophila grimshawi	EDV91697	0.0216248135937776	1.31413004440049	-12.626820941792	0.0164556115933282
Drosophila ananassae	EDV33736	Drosophila mojavensis	EDW07037	0.0150263282550891	1.1536670044181	-13.5911280468219	0.0130248400947102
Drosophila ananassae	EDV33736	Drosophila persimilis	EDW26492	0.00934300465969107	0.856573050455884	-14.7849738759548	0.0109074230793492
Drosophila ananassae	EDV33736	Drosophila virilis	EDW65460	0.00745579299438209	1.3796418698269	-12.3681017675565	0.00540415100283781
Drosophila ananassae	EDV33736	Drosophila willistoni	EDW72136	0.021699626826891	2.09490600708187	-7.61402412182365	0.0103582818291298
Drosophila ananassae	EDV33736	Drosophila yakuba	XP_002101116	0.0219841972090408	0.632066383228999	-14.4192935130356	0.0347814688335922
Drosophila ananassae	EDV33736	Drosophila pseudoobscura	EAL32032	0.0112274044249939	0.841290665010738	-14.77403099651	0.0133454522817635
Drosophila erecta	EDV46339	Drosophila grimshawi	EDV91697	0.0262035385209603	1.66604620369802	-10.3405253815282	0.0157279782894364
Drosophila erecta	EDV46339	Drosophila mojavensis	EDW07037	0.0274737259165217	1.93612335543888	-8.57286776871895	0.0141900699866791
Drosophila erecta	EDV46339	Drosophila persimilis	EDW26492	0.0229914210528395	1.01754926838667	-14.0743612110513	0.0225948971387818
Drosophila erecta	EDV46339	Drosophila virilis	EDW65460	0.0220796423731095	2.49149647436814	-5.45168342632375	0.00886200024774629
Drosophila erecta	EDV46339	Drosophila yakuba	XP_002101116	0.00172166503150143	0.136296195763962	-9.25316962221919	0.0126317907983508
Drosophila erecta	EDV46339	Drosophila pseudoobscura	EAL32032	0.0212233745635826	0.993823535782984	-14.1877540968318	0.0213552746533234
Drosophila grimshawi	EDV91697	Drosophila mojavensis	EDW07037	0.0209285487527003	0.767557769725669	-14.6267390705316	0.027266415087141
Drosophila grimshawi	EDV91697	Drosophila persimilis	EDW26492	0.0235552945953425	0.816548089003583	-14.5426650211348	0.0288474064327142
Drosophila grimshawi	EDV91697	Drosophila virilis	EDW65460	0.0164794140643284	0.63348202339364	-14.5842126081352	0.0260140200601844
Drosophila grimshawi	EDV91697	Drosophila yakuba	XP_002101116	0.0244420815742095	1.46391469684399	-11.6750222049153	0.0166963837625945
Drosophila grimshawi	EDV91697	Drosophila pseudoobscura	EAL32032	0.0253336065871652	0.815815010116565	-14.5045842519089	0.0310531263497414
Drosophila mojavensis	EDW07037	Drosophila persimilis	EDW26492	0.0227389519962986	1.21448590194751	-13.1763045135753	0.0187231090618963
Drosophila mojavensis	EDW07037	Drosophila virilis	EDW65460	0.0156504736949411	0.851851878182572	-14.6639491642344	0.0183722946392176
Drosophila mojavensis	EDW07037	Drosophila yakuba	XP_002101116	0.0257047014987312	1.66280725941671	-10.3652360099463	0.0154586175596491
Drosophila mojavensis	EDW07037	Drosophila pseudoobscura	EAL32032	0.0248173673582926	1.17911889850601	-13.3345949297268	0.0210473832534931
Drosophila persimilis	EDW26492	Drosophila virilis	EDW65460	0.0103837828248842	1.15261325010986	-13.6581432463715	0.00900890461210167
Drosophila persimilis	EDW26492	Drosophila willistoni	EDW72136	0.0263031047696801	2.75062399431672	-4.29616589944426	0.00956259555069212
Drosophila persimilis	EDW26492	Drosophila yakuba	XP_002101116	0.0212326346644676	1.08525093766709	-13.8283778139014	0.0195647236298273
Drosophila persimilis	EDW26492	Drosophila pseudoobscura	EAL32032	0.001722900973027	0.0240622141316542	-3.76689258451392	0.071601930046849
Drosophila virilis	EDW65460	Drosophila willistoni	EDW72136	0.0262723884969112	2.09589284932952	-7.59098615056238	0.0125351773137237
Drosophila virilis	EDW65460	Drosophila yakuba	XP_002101116	0.0203244799535497	2.08816401912534	-7.65985630583191	0.00973318176512919
Drosophila virilis	EDW65460	Drosophila pseudoobscura	EAL32032	0.0121302283173899	1.12416770910762	-13.7772579934793	0.0107904080673328
Drosophila willistoni	EDW72136	Drosophila pseudoobscura	EAL32032	0.0280939941321071	2.53884518372215	-5.21341996013021	0.0110656586357578
Drosophila yakuba	XP_002101116	Drosophila pseudoobscura	EAL32032	0.0230081625658432	1.05933871563923	-13.9117572113062	0.0217193634351025


Statistics for CAH4 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila ananassae	EDV42480	Drosophila erecta	EDV53792	0.22038386543033	1.47433666740548	-10.4930312999176	0.149480013827615
Drosophila ananassae	EDV42480	Drosophila sechellia	EDW43562	0.218899972671379	1.43191245956388	-10.6880207628877	0.152872454743532
Drosophila ananassae	EDV42480	Drosophila yakuba	XP_002099167	0.227851570472581	1.57221371575753	-10.0329857847095	0.144924044478773
Drosophila ananassae	EDV42480	Drosophila simulans	XP_002104793	0.216860266241994	1.54346536645735	-10.2060299492461	0.140502191338277
Drosophila ananassae	EDV42480	Drosophila pseudoobscura	XP_001357546	0.43194123163809	2.85247691535603	-3.54645452513163	0.151426722969352
Drosophila ananassae	EDV42480	Drosophila melanogaster	NP_651298	0.210987508938529	1.46182669391723	-10.6340130307724	0.144331410704473
Drosophila ananassae	EDV42480	Drosophila melanogaster	NP_733050	0.301525172984267	1.19567137032793	-8.69602275448709	0.25218064132586
Drosophila erecta	EDV53792	Drosophila sechellia	EDW43562	0.0566080779314712	0.389646870075243	-11.8789923775553	0.145280463617069
Drosophila erecta	EDV53792	Drosophila yakuba	XP_002099167	0.0521648583554606	0.321348670389827	-10.9069885212527	0.162331022848732
Drosophila erecta	EDV53792	Drosophila simulans	XP_002104793	0.0599360307550212	0.362787978755934	-11.2848845666839	0.165209528057001
Drosophila erecta	EDV53792	Drosophila pseudoobscura	XP_001357546	0.409789186294494	1.7568963796395	-7.87867404530532	0.233246075888994
Drosophila erecta	EDV53792	Drosophila melanogaster	NP_651298	0.0557803774749989	0.35864614707583	-11.4133265359987	0.155530396547673
Drosophila erecta	EDV53792	Drosophila melanogaster	NP_733050	0.171937107126916	0.32957856913653	-4.65884070311991	0.521687765006621
Drosophila mojavensis	EDW13939	Drosophila sechellia	EDW43562	0.454685919258557	2.99139920501001	-3.02152809917799	0.151997740220378
Drosophila mojavensis	EDW13939	Drosophila virilis	EDW66499	0.238992391886545	1.23168983625114	-10.9648225131643	0.194036180905706
Drosophila mojavensis	EDW13939	Drosophila simulans	XP_002104793	0.461459854111739	3.79762408773985	-1.37273466473254	0.121512778371483
Drosophila mojavensis	EDW13939	Drosophila pseudoobscura	XP_001357546	0.438959267340759	2.54404867357414	-4.55306307485055	0.172543580592766
Drosophila mojavensis	EDW13939	Drosophila melanogaster	NP_651298	0.445372834965661	4.3922082371643	-0.737541374305997	0.101400664749266
Drosophila mojavensis	EDW13939	Drosophila melanogaster	NP_733050	0.549975871611461	0.971679464889555	-4.69053281193319	0.566005448796814
Drosophila sechellia	EDW43562	Drosophila yakuba	XP_002099167	0.0621284644320394	0.485090952472183	-12.8751492935821	0.128075908477394
Drosophila sechellia	EDW43562	Drosophila simulans	XP_002104793	0.0108263253769584	0.0734704619866858	-6.03715616716882	0.147356163064829
Drosophila sechellia	EDW43562	Drosophila pseudoobscura	XP_001357546	0.41137932251937	1.58788640224701	-8.44148600620597	0.259073521844655
Drosophila sechellia	EDW43562	Drosophila melanogaster	NP_651298	0.0155124454423714	0.175140273360328	-9.71425824419032	0.0885715497911584
Drosophila sechellia	EDW43562	Drosophila melanogaster	NP_733050	0.122128447928559	0.186266227995529	-2.58141967619156	0.655666082052676
Drosophila virilis	EDW66499	Drosophila pseudoobscura	XP_001357546	0.405107763391952	2.59144845219931	-4.40843309984831	0.156324839511334
Drosophila virilis	EDW66499	Drosophila melanogaster	NP_733050	0.564129894098629	1.40280194741038	-6.01487210520645	0.402145074819744
Drosophila yakuba	XP_002099167	Drosophila simulans	XP_002104793	0.0618576025159935	0.466460467394166	-12.6794635248905	0.132610600125568
Drosophila yakuba	XP_002099167	Drosophila pseudoobscura	XP_001357546	0.426637936649845	1.48998673502581	-8.60610364675541	0.286336734831706
Drosophila yakuba	XP_002099167	Drosophila melanogaster	NP_651298	0.0554574299935287	0.426651451511754	-12.4547640729101	0.129982986808146
Drosophila yakuba	XP_002099167	Drosophila melanogaster	NP_733050	0.16431802246028	0.423608285434986	-6.74895444380885	0.387900870001984
Drosophila simulans	XP_002104793	Drosophila pseudoobscura	XP_001357546	0.415071536625378	1.81976346369544	-7.60448989293842	0.228090927698088
Drosophila simulans	XP_002104793	Drosophila melanogaster	NP_651298	0.0202320658937069	0.135329307557713	-7.93081672537501	0.149502471111652
Drosophila simulans	XP_002104793	Drosophila melanogaster	NP_733050	0.133870433939211	0.153012832385588	-0.806353740509759	0.874896777296829
Drosophila pseudoobscura	XP_001357546	Drosophila melanogaster	NP_651298	0.403967973094993	1.71745048158036	-8.06296385754303	0.235213752843267
Drosophila pseudoobscura	XP_001357546	Drosophila melanogaster	NP_733050	0.570098825399776	0.809136599661952	-3.09373633074673	0.70457673727521
Drosophila melanogaster	NP_651298	Drosophila melanogaster	NP_733050	0.105673993816435	0.0967478486469419	0.457887998878289	1.09226194994854


Statistics for CAH5 orthologs
SPECIES_NO:1	Prot_acc_1	SPECIES_NO:2	Prot_acc_2	D_n	D_s	Z-SCORE	Ka_Ks
Drosophila melanogaster	NP_001097988	Drosophila ananassae	EDV42042	0.157119401769738	2.88997104941478	-3.8688145408681	0.054367119629643
Drosophila melanogaster	NP_001097988	Drosophila erecta	EDV52965	0.0479504777331242	0.200665907312941	-8.1937076043023	0.238956773351364
