[1] "CAH3 CAH8 0.0145773926255641 -0.341526834618722 0.367021715040316 0.937961602360374 0.296185487855602 -0.0649736418086934 0.588737383134414 0.105692637158769 0.376482931208115 0.0255514518308236 0.6448042281452 0.0368399409470812 0.0671600202746637 -0.294180865712295 0.411702650598315 0.719617185626018"
[1] "CAH3 CAH9 0.118865221565516 -0.298861866670592 0.498365390926586 0.580126795699105 0.496430631601874 0.116329989016831 0.749694631446655 0.013607071870682 0.676953283565772 0.376323182037507 0.84861075201292 0.000280219564988027 0.561731359174068 0.204725586469802 0.786831575861371 0.00428378930021545"
[1] "CAH3 CAH11 0.104131916703035 -0.381274212923835 0.544529121417057 0.68092706133611 0.497309483493455 0.0396438837598496 0.78249963967593 0.0357423736021469 0.146570692012581 -0.343827301588569 0.574151858428228 0.561676842291552 -0.0584200244107869 -0.511343430433323 0.419902711406324 0.817891866201514"
[1] "CAH3 CAH12 -0.129529682654077 -0.56239004373571 0.359053632513274 0.608467609138381 0.170881820001965 -0.32164930944276 0.590631540918171 0.497799765455266 0.7622753175688 0.4586208540658 0.906527264851618 0.000235563106018688 0.718701961381337 0.379002578925012 0.887709575553791 0.000778159714694526"
[1] "CAH3 CAH13 -0.27649509083831 -0.625219978136166 0.164261790887464 0.212898800563408 0.395169773127599 -0.0317241337807821 0.700131475295733 0.0687248152276465 0.66379055904695 0.336298516291829 0.84806092439684 0.000756232937245693 0.474113626443721 0.0656224767789992 0.746503297913315 0.0258013509574566"
[1] "CAH3 CAH14 -0.652491770277778 -0.908771237153805 -0.0388093654645043 0.0408575030231244 0.329735937441219 -0.378463283603664 0.794430242746383 0.352142697535001 -0.0508043950260982 -0.65933987440173 0.597948967344385 0.889151789983793 0.211201998454641 -0.482599591015597 0.742139787152612 0.558058228716876"
[1] "CAH3 CAH15 -0.221240153321313 -0.573457211934957 0.200006660891254 0.2988343103307 0.44185008277313 0.0467939711157896 0.717380303419861 0.0306397109614622 0.435344228981774 0.0387532216401441 0.713447785889707 0.0334823560168045 0.284189126824582 -0.134643209564814 0.616867549332454 0.178347824880793"
[1] "CAH4 CAH5 0.351573961695232 -0.247320264576887 0.756094601637078 0.238805969469363 0.985305949183612 0.950142828261352 0.9957237076818 8.5930262905265e-10 0.606018490950548 0.0826209135198705 0.867379471744289 0.028133664691077 0.251537561848974 -0.347626515489019 0.70483703292643 0.407102594960329"
[1] "CAH4 CAH6 0.00951265780405124 -0.505212075040958 0.519245229525122 0.973159047248308 0.98979285375258 0.968687716370673 0.996696554858889 2.19091411679528e-12 0.641437840719673 0.192392116675078 0.868368137689063 0.00995511673251492 0.696049732659648 0.285631927496143 0.890717849881745 0.00394905985232752"
[1] "CAH4 CAH7 0.511023588056483 0.0885207637658348 0.77768076378992 0.0212960282736951 0.75999978032758 0.478358455743021 0.899877600013054 0.000100979505628374 0.739645498088988 0.441695365334132 0.890649217107185 0.000193613961578576 -0.144681578924624 -0.551869156087322 0.318212642091945 0.542796567800823"
[1] "CAH4 CAH8 -0.239675122919135 -0.616779515431203 0.226912249942355 0.308784070239045 0.712156943066147 0.393712340028856 0.877985610664008 0.000427384695544042 0.703996000502431 0.379793316852915 0.874180752114312 0.0005316175440917 -0.233174548866756 -0.612495262330525 0.233432911042418 0.322481943519042"
[1] "CAH4 CAH9 -0.452185790953872 -0.745525683601787 -0.0120827956673992 0.0453139422355969 0.802382422752623 0.557986357097512 0.918699683819935 2.07778734202524e-05 0.908435624244318 0.779123950123576 0.963591172068278 3.06989413889625e-08 -0.230199274510226 -0.610526922686714 0.236403445034799 0.328870201751198"
[1] "CAH4 CAH11 0.30143415481541 -0.791265581381301 0.935033008068936 0.622096162725577 0.616529949138461 -0.582683457641015 0.970758454170338 0.268052068264907 0.914236551892333 0.165305903305784 0.99441091769762 0.0297591066419374 -0.568871498330304 -0.966203857042927 0.629175971328344 0.316914628612422"
[1] "CAH4 CAH12 -0.149940289560926 -0.63037051202719 0.413538358029019 0.608912043202166 0.616547090144352 0.127762028439897 0.864368201369658 0.0188598480238074 0.523638673126159 -0.00961110001404138 0.825005336871802 0.0546342852134061 -0.0438769940167139 -0.561387269719014 0.498303121599752 0.881603838790687"
[1] "CAH4 CAH13 0.0827438690014468 -0.373451156490223 0.506710981822538 0.728733633217894 0.95258412883543 0.881758158827573 0.981405099490876 9.68238822451895e-11 0.664959979016337 0.315185137248608 0.85568738164011 0.00137943045822464 0.371193606750817 -0.08534622125089 0.698910698842397 0.107110107130689"
[1] "CAH4 CAH14 -0.124253239333169 -0.58398894232839 0.39583260537669 0.646607498099529 0.841911826724877 0.594182891746666 0.943751666438543 4.3097653966484e-05 0.717450205945672 0.344134047950646 0.894892488986122 0.00175506018445404 -0.048779140526288 -0.531629623552221 0.458000682411966 0.857627780168763"
[1] "CAH4 CAH15 0.468736752672365 0.0330769901582406 0.754711030049893 0.0370962381567308 0.958076538802013 0.89501356547037 0.983587099171196 3.26236815340053e-11 0.87536788913106 0.706537445342309 0.949919713083465 4.34631240553429e-07 0.409894046434165 -0.0398560994402604 0.721537559367693 0.0726706218682223"
[1] "CAH5 CAH6 0.334291981649314 -0.0523755439931889 0.633791810788124 0.0883315608293134 0.694321774544123 0.426962779718184 0.850048712145805 5.88032178063802e-05 0.443375974971386 0.0762010531344597 0.704662086421979 0.0205367782212194 0.343532163765571 -0.0419594882311533 0.639996494482361 0.0793583511574447"
[1] "CAH5 CAH7 0.0222195773519335 -0.34711284912392 0.385585203047869 0.908915471310237 0.421039327217581 0.0644844593582502 0.682262781097668 0.0229338663497292 0.575974855666694 0.265519915530317 0.778203325236881 0.00107687361288145 0.160380772416641 -0.218997691267694 0.497635221198383 0.40592514582532"
[1] "CAH5 CAH8 -0.168760430384415 -0.471172556054966 0.169153845036248 0.325160718823954 0.412375781443363 0.0969787409177494 0.65250942408721 0.0124449272380907 0.558330348972387 0.281414974340022 0.749402147061093 0.00040217473137516 0.009322233926136 -0.320194158525172 0.336826378119556 0.956966628128572"
[1] "CAH5 CAH9 -0.02448893979692 -0.381393277749391 0.33876911098628 0.89779206636382 0.708641963844399 0.467803981635118 0.851517229006929 1.17426159067513e-05 0.451517540813661 0.108975059383529 0.698210367697958 0.0122595984164477 0.118256570802867 -0.252782237511448 0.458971671224379 0.533688471744091"
[1] "CAH5 CAH11 0.343445088559101 -0.164325767437045 0.707327678521871 0.177116646102889 0.507038711810278 0.0348990318257875 0.79414578088576 0.0377710740202752 0.203624478991007 -0.307073932227102 0.623269236644891 0.433109448082603 -0.243762648178329 -0.648434702891763 0.268319273639256 0.345765935171783"
[1] "CAH5 CAH12 -0.130828767934553 -0.532444644864225 0.318866659676828 0.571896745048388 0.50101722656538 0.0884635703875229 0.766848159110186 0.020690523235984 0.427608242817147 -0.00500184055245589 0.725392729053829 0.0531631352716044 0.0793454016461885 -0.36483793858853 0.494107821702427 0.732440297224687"
[1] "CAH5 CAH13 0.0308575804820924 -0.353299282823112 0.406109381210069 0.878564180803781 0.842625531056686 0.680520755503052 0.926095081795814 3.51787790009439e-08 0.305420228274411 -0.0843881610672547 0.61415315204341 0.121333846718761 0.0715443971340292 -0.317090586384654 0.439606401255841 0.722874630024553"
[1] "CAH5 CAH14 -0.174821199343235 -0.680452865380522 0.443585417575288 0.586832305451558 0.7518458356734 0.312998580412252 0.926134015933044 0.00480023496457682 0.436200564136212 -0.18368374536213 0.807864455813348 0.156303196648605 -0.0036263932170459 -0.576328559304663 0.571464551779819 0.991075829422435"
[1] "CAH5 CAH15 -0.119409159682365 -0.459893997679351 0.251687520386249 0.529679602827735 0.789261340058354 0.59944115283239 0.89503144247442 2.18137184759826e-07 0.299726099283908 -0.0678720937664734 0.595673277178901 0.107582679176992 -0.0903692757939877 -0.436429544426954 0.27898286697464 0.634847925538445"
[1] "CAH6 CAH7 -0.01138473436712 -0.364255423054168 0.344344494672386 0.951530835865664 0.534204212734876 0.221859961607314 0.747121680992804 0.00196488185488075 0.515364496831676 0.196999262909755 0.73540849605743 0.00300681418786342 0.234938086507814 -0.130244637633601 0.543991968574286 0.2032945146736"
[1] "CAH6 CAH8 -0.199279848107781 -0.487881974385495 0.128595895008486 0.230340049604534 0.333501014894544 0.0154666303025974 0.590254544967086 0.0407409480584222 0.519968647176326 0.240215129195578 0.71997407934131 0.000820027989379746 -0.0619283154845372 -0.374203396922375 0.262960997252818 0.711863751995523"
[1] "CAH6 CAH9 -0.24598224410952 -0.552192504457302 0.118704306705927 0.182239145320515 0.851989160272108 0.712855925125218 0.926595663432356 1.20622689614436e-09 0.656694570312935 0.39404637537739 0.820183532543286 6.01306865382067e-05 0.41948768736534 0.0765218806303364 0.673689684940341 0.0188160399107757"
[1] "CAH6 CAH11 0.40570084747762 0.00275501981592565 0.695305053668548 0.049189527707082 0.544035220552837 0.180181508176207 0.776926149692452 0.00599310598787794 0.598398776099026 0.257052511146499 0.806993606577236 0.00200873434815008 -0.535564618251454 -0.772143567264685 -0.168591193768795 0.00699420396232004"
[1] "CAH6 CAH12 -0.0118932745124596 -0.431338856798479 0.411779962681796 0.95810658082311 0.47018774508311 0.0605904545384585 0.74425809541902 0.0272307353723402 0.65657499635826 0.324906327841338 0.84443030330447 0.000903549587950803 0.660203193863491 0.330622650214353 0.846258046475446 0.000826677608012139"
[1] "CAH6 CAH13 -0.072603657434278 -0.433926916345487 0.308838707893538 0.71350573468463 0.827192380996695 0.656811760634255 0.91721186457857 5.71849216868259e-08 0.368309852878923 -0.00552645424620149 0.651821370170987 0.0537969661044537 0.475823701691027 0.124922951103164 0.720923179928325 0.010487667956355"
[1] "CAH6 CAH14 0.0772912468077343 -0.472672138958115 0.583924501118836 0.792838518713731 0.903015798245431 0.715015919117461 0.96922067124892 9.72038757551807e-06 0.330423537065169 -0.242706242328698 0.732571556818982 0.248565069098942 0.337640998090939 -0.23504589330332 0.736313355341427 0.237751342761109"
[1] "CAH6 CAH15 -0.37119257721944 -0.641197059479202 -0.0194047309874107 0.0397933980696035 0.70369016325917 0.465394021289001 0.846867540120465 1.00409536838431e-05 0.470323344373058 0.139177825737771 0.70686181176635 0.00758523983441872 0.49626668948438 0.172209048247128 0.72339910375864 0.00451903794572139"
[1] "CAH7 CAH8 0.362127655747646 0.0613073900021663 0.602638866850973 0.0199851382172997 0.593564622578756 0.349789360047505 0.762055747046639 4.3048901929188e-05 0.569151401037582 0.317009159417984 0.746151036638671 0.000103104528374365 0.152838368858159 -0.162450633052247 0.43980866167455 0.340084185905082"
[1] "CAH7 CAH9 0.722332804329072 0.557783200804307 0.832246821545807 2.18582063560291e-09 0.660144741611298 0.470080521791034 0.79169856340195 1.36408824458201e-07 0.900553930564145 0.831274190868589 0.942283585387399 0 0.79178548240537 0.660276146275808 0.876183215855262 4.57212046001132e-12"
[1] "CAH7 CAH11 -0.348379061220384 -0.648252384488098 0.0450525011903648 0.081134501955924 0.165783569126483 -0.236773132206758 0.519758397697134 0.418294924134771 0.417717399549907 0.0362271446915954 0.692947850676207 0.0337227962547479 -0.172025430348314 -0.524432155619956 0.230698993900411 0.400733481748903"
[1] "CAH7 CAH12 0.0901672624903609 -0.316230246865265 0.468602839521076 0.66819241481314 0.176997907718655 -0.234535801706473 0.534731132221995 0.39733317351777 0.622404851627134 0.301396914512341 0.816686825495142 0.000892532522349443 0.48793656081066 0.114972157378669 0.740332276349232 0.0133456558268394"
[1] "CAH7 CAH13 0.197697889411204 -0.0915811829189302 0.456206194449044 0.178004724960369 0.658553168727171 0.460606067262077 0.794097992834247 3.61982213537004e-07 0.633771079022028 0.426425536956223 0.777835920407195 1.32854783396752e-06 0.502642868469884 0.254914640841732 0.688453781809132 0.000271867452401597"
[1] "CAH7 CAH14 -0.367506095600645 -0.651286416631778 0.00645600294949354 0.0543624547372864 0.720326562102088 0.47486299542468 0.86180453468234 1.54432827594864e-05 0.743277019174289 0.51224552130295 0.87399544217894 5.86294208226867e-06 0.268601645989673 -0.116110620763733 0.583233303513019 0.166953708241064"
[1] "CAH7 CAH15 0.0925113763007405 -0.187861759848476 0.358943907186039 0.518492048478014 0.763467061245426 0.617886026545447 0.858436502918425 7.28248572556822e-11 0.666852311807804 0.479362888327303 0.796128564108536 9.1538869817498e-08 0.333122024765462 0.0633544848498337 0.557523382099185 0.0169101684697603"
[1] "CAH8 CAH9 0.266413643889429 -0.0294210352650349 0.519334825071226 0.0768952078187612 0.490285467578514 0.229827237051596 0.685207465293987 0.000628785755006911 0.467393604344231 0.201505402046402 0.669126167468695 0.00120748329479392 0.0707068550955614 -0.227549821396534 0.35683471253338 0.644406143703888"
[1] "CAH8 CAH11 -0.421063506287784 -0.686326099557224 -0.0569295954363592 0.0256561757924189 -0.181315560888741 -0.519266862960185 0.205674122257605 0.355811945001638 0.399265046711562 0.0307717766322536 0.672211631455657 0.0353064984715845 -0.472272566945516 -0.718716042128755 -0.120411405341952 0.0111624274025816"
[1] "CAH8 CAH12 0.824473558272825 0.671126323711544 0.910161951794968 3.67719654725818e-09 0.591206525482003 0.311025238318808 0.77684250361967 0.000291217836596358 0.293638320044206 -0.0552392754848336 0.578617638533827 0.097201570490343 0.115044519728488 -0.237650685915359 0.440938297892203 0.523786056366723"
[1] "CAH8 CAH13 0.122702738208448 -0.200579717880288 0.421886534029962 0.456776038944621 0.620953791417686 0.379859359148051 0.783053766833567 2.46672321153607e-05 0.435493413543702 0.139087805370723 0.660283777649361 0.00558883793130249 0.153383833452306 -0.170378733137436 0.447255842086346 0.351207719650372"
[1] "CAH8 CAH14 0.00610828024239154 -0.426703658690357 0.436643689782623 0.979035807716765 0.519216180754925 0.11281579341313 0.776793440903343 0.0158641966311859 0.673044451082322 0.340201231358435 0.85601955098437 0.000826867379660978 -0.0712987205155083 -0.487966517611036 0.371832588252011 0.758755123514755"
[1] "CAH8 CAH15 0.42354236152337 0.148466392280724 0.637784343219423 0.00374257786238874 0.640727141503571 0.427617441687152 0.78636528830711 2.12804082555529e-06 0.719799599718293 0.540456321929316 0.836576871756856 2.51332639145119e-08 0.474034446180996 0.209675930539921 0.673810825797345 0.00100388280958685"
[1] "CAH9 CAH11 -0.493984884840252 -0.732133699259953 -0.148224985634696 0.00754656193146636 0.526317284597754 0.190682087348443 0.751777551756695 0.00401474177376748 0.346373035532146 -0.0306667691562458 0.637119029570917 0.0709756440336815 0.0443125341840372 -0.33429088605104 0.410601406838072 0.82283577609081"
[1] "CAH9 CAH12 0.214138878447051 -0.180569030275582 0.54944161302117 0.283473035565022 0.575365200225824 0.250016557510585 0.783967230719216 0.00169029506139329 0.766601171001224 0.545502542950892 0.887940936808745 3.11778476524971e-06 0.697479731752776 0.431956795220323 0.851738635578606 5.2652771943773e-05"
[1] "CAH9 CAH13 0.0219736779377386 -0.260834584555913 0.301308501469961 0.880872734388378 0.824277052155954 0.706937099278117 0.897457455284672 3.40838468559923e-13 0.508098603743289 0.264724719237369 0.6906221416618 0.000193756392858679 0.46676874774256 0.213609173137335 0.66118261686288 0.000722676210522133"
[1] "CAH9 CAH14 -0.235060285985028 -0.559106087791879 0.151283538707476 0.228561031851454 0.916880592179803 0.826533491450706 0.961172225657516 7.16049441962241e-12 0.638970748097615 0.34911852410557 0.81723169867212 0.000252355807176974 0.411288555523896 0.0451376505265303 0.680021448671456 0.0296772069004336"
[1] "CAH9 CAH15 -0.138704359536853 -0.389662775441522 0.131429131305294 0.312531658239254 0.843040657560934 0.744185191472355 0.905759099908046 6.66133814775094e-16 0.690985780260148 0.521240655198879 0.80813788671846 5.25000221074379e-09 0.402275804572363 0.15334389069017 0.603198092345847 0.00233000178470721"
[1] "CAH11 CAH12 -0.632018105407991 -0.864417624664215 -0.177089722320809 0.0114788392994476 -0.0729895838776661 -0.564158620585671 0.456335579758836 0.796015563352475 -0.0616798946924709 -0.556363694266945 0.465284217459324 0.827142737330967 -0.222414088406134 -0.6595333476461 0.327118871960237 0.425607035686758"
[1] "CAH11 CAH13 -0.307899816173879 -0.639001815461699 0.119464423241279 0.152922065267504 0.407085728728009 -0.00614811046960067 0.701564279970109 0.0538689319251786 0.0984077090799602 -0.327061341544577 0.490704990991893 0.65508084903256 -0.275295264600219 -0.617432826374325 0.154431367397942 0.203593123416176"
[1] "CAH11 CAH14 0.145739746640004 -0.532774810841532 0.710197228964888 0.687879901385647 0.0952625933856045 -0.568459833593037 0.683870457115359 0.793493905548533 0.260274227558978 -0.441742913143572 0.76460113536529 0.467677023286365 -0.0506561505743525 -0.659255851672826 0.598044445289267 0.889473577458871"
[1] "CAH11 CAH15 -0.39403514194997 -0.668795505958655 -0.0245701600566695 0.0380084142539547 0.273085185710877 -0.11133472289818 0.586416913934074 0.15971211707434 0.357399548293675 -0.0180893724801129 0.644535683583906 0.0618783219649468 -0.370553571252397 -0.653313221262482 0.00292816092495722 0.0522428031684958"
[1] "CAH12 CAH13 0.579057457323176 0.219168283339571 0.800249165357391 0.00378904193056417 0.753781332869454 0.495552391813121 0.889581400212785 3.27813269278554e-05 0.419558541229035 0.00889462811923643 0.709122913374581 0.0462639975556891 0.520411259222262 0.137760791387642 0.767889817326548 0.0109039721775459"
[1] "CAH12 CAH14 0.488155700370257 -0.204247105488554 0.854994572959955 0.152303384399783 0.654563253631017 0.0424191801126942 0.90939880605007 0.040005440112862 0.381359422391671 -0.326715918691492 0.815236168750475 0.276881228415469 0.372514367205889 -0.335894181110351 0.811749102015831 0.289098760350256"
[1] "CAH12 CAH15 -0.681736150458681 -0.843281741170569 -0.407220496581979 9.01259634883132e-05 0.534897983486374 0.194399314323634 0.760355476937116 0.00404436803562502 0.495968738151281 0.142885036240169 0.737064447521976 0.00851342029005142 0.403789223731841 0.0280847353901285 0.679532027731962 0.0367301858967102"
[1] "CAH13 CAH14 0.790128893404129 0.591377571643359 0.898381845168764 5.7088784455317e-07 0.886003226712646 0.766187582838084 0.94628736319376 3.63364005551148e-10 0.907003806064334 0.807001977241878 0.956438855968865 2.91071611258076e-11 0.807036326332085 0.620905850104374 0.907021272979374 2.12408385102947e-07"
[1] "CAH13 CAH15 -0.00872133032283015 -0.289208658231621 0.273145118660947 0.952574258934488 0.92546668483588 0.870915459049072 0.957488348733607 0 0.520220112895925 0.279980181622332 0.699143157332422 0.000127450178170285 0.361858570360076 0.089799376070836 0.583665236899841 0.0106234730579646"
[1] "CAH14 CAH15 -0.0577924277040297 -0.421775446862627 0.322232155304838 0.7702021967603 0.890184880620154 0.774238229135926 0.948318258872789 2.29077867786032e-10 0.804484400081393 0.616414888384268 0.90572265108511 2.48087648424544e-07 0.0638118928103336 -0.316807183622098 0.426729774498961 0.747001927975416"
> 
> 
> 
